# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: WAVE_GLO_PHY_SWH_L3_NRT_014_001
# Dataset: cmems_obs-wave_glo_phy-swh_nrt_s3a-l3_PT1S
# Variable: Sea surface wave significant height (VAVH) m

parameter,platformId,platformType,time,longitude,latitude,depth,pressure,value,valueQc
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:37.000Z,-1.169746,63.878883,0,,3.1510003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:38.000Z,-1.219498,63.823086,0,,3.1650002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:39.000Z,-1.26907,63.767277,0,,3.1970003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:40.000Z,-1.318463,63.71145,0,,3.2480001,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:41.000Z,-1.367678,63.65561,0,,3.2910001,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:42.000Z,-1.416717,63.599754,0,,3.2770002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:43.000Z,-1.46558,63.543884,0,,3.1950002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:44.000Z,-1.514269,63.488003,0,,3.091,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:45.000Z,-1.562784,63.432102,0,,3.0240002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:46.000Z,-1.611127,63.37619,0,,2.9870002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:47.000Z,-1.659299,63.320267,0,,3.0110002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:48.000Z,-1.707301,63.264324,0,,3.0960002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:49.000Z,-1.755133,63.20837,0,,3.252,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:50.000Z,-1.802797,63.152405,0,,3.3430002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:51.000Z,-1.850294,63.09642,0,,3.328,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:52.000Z,-1.897624,63.040424,0,,3.3200002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:53.000Z,-1.94479,62.984417,0,,3.5130002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:54.000Z,-1.991791,62.928394,0,,3.7730002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:55.000Z,-2.038629,62.87236,0,,4.053,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:56.000Z,-2.085305,62.81631,0,,4.184,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:57.000Z,-2.131819,62.760246,0,,4.086,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:58.000Z,-2.178174,62.70417,0,,3.854,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:16:59.000Z,-2.224368,62.648083,0,,3.604,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:00.000Z,-2.270405,62.59198,0,,3.4320002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:01.000Z,-2.316284,62.535866,0,,3.4280002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:02.000Z,-2.362006,62.47974,0,,3.5340002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:03.000Z,-2.407573,62.4236,0,,3.7500002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:04.000Z,-2.452985,62.367447,0,,4.0140004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:05.000Z,-2.498243,62.31128,0,,4.26,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:06.000Z,-2.543349,62.2551,0,,4.359,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:07.000Z,-2.588302,62.19891,0,,4.2320004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:08.000Z,-2.633104,62.142708,0,,4.038,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:09.000Z,-2.677756,62.08649,0,,4.026,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:10.000Z,-2.722259,62.030262,0,,4.1400003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:11.000Z,-2.766613,61.974022,0,,4.2450004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:12.000Z,-2.81082,61.91777,0,,4.235,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:13.000Z,-2.85488,61.861507,0,,4.066,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:14.000Z,-2.898794,61.80523,0,,3.877,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:15.000Z,-2.942563,61.74894,0,,3.6940002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:16.000Z,-2.986188,61.692642,0,,3.5300002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:17.000Z,-3.029669,61.63633,0,,3.4700003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:18.000Z,-3.073008,61.580006,0,,3.6090002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:19.000Z,-3.116206,61.52367,0,,3.7350001,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:20.000Z,-3.159262,61.467323,0,,3.6410003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:21.000Z,-3.202178,61.41096,0,,3.5370002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:22.000Z,-3.244955,61.35459,0,,3.4900002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:23.000Z,-3.287594,61.29821,0,,3.502,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:24.000Z,-3.330094,61.241817,0,,3.581,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:25.000Z,-3.372458,61.185413,0,,3.7150002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:26.000Z,-3.414686,61.128998,0,,3.8780003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:27.000Z,-3.456778,61.07257,0,,4.0420003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:28.000Z,-3.498736,61.016132,0,,4.1800003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:29.000Z,-3.54056,60.959686,0,,4.274,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:30.000Z,-3.582251,60.903225,0,,4.3500004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:31.000Z,-3.623809,60.846752,0,,4.4610004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:32.000Z,-3.665236,60.79027,0,,4.6270003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:33.000Z,-3.706532,60.73378,0,,4.846,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:34.000Z,-3.747698,60.677277,0,,5.0750003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:35.000Z,-3.788735,60.62076,0,,5.2830005,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:36.000Z,-3.829643,60.56424,0,,5.4490004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:37.000Z,-3.870423,60.5077,0,,5.57,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:38.000Z,-3.911076,60.451157,0,,5.6450005,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:39.000Z,-3.951603,60.3946,0,,5.681,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:40.000Z,-3.992003,60.338036,0,,5.6860003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:41.000Z,-4.032279,60.281456,0,,5.682,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:42.000Z,-4.07243,60.22487,0,,5.677,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:43.000Z,-4.112458,60.168274,0,,5.683,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:44.000Z,-4.152362,60.111664,0,,5.7050004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:45.000Z,-4.192144,60.055046,0,,5.6910005,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:46.000Z,-4.231805,59.99842,0,,5.6130004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:47.000Z,-4.271345,59.941784,0,,5.499,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:48.000Z,-4.310764,59.885136,0,,5.3780003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:49.000Z,-4.350063,59.828476,0,,5.2460003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:50.000Z,-4.389244,59.77181,0,,5.098,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:51.000Z,-4.428306,59.71513,0,,4.953,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:52.000Z,-4.467251,59.658443,0,,4.8300004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:53.000Z,-4.506078,59.601746,0,,4.736,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:54.000Z,-4.54479,59.54504,0,,4.642,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:55.000Z,-4.583385,59.488323,0,,4.5360003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:56.000Z,-4.621865,59.4316,0,,4.406,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:57.000Z,-4.660231,59.374863,0,,4.2580004,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:58.000Z,-4.698482,59.31812,0,,4.102,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:17:59.000Z,-4.736621,59.261364,0,,3.9380002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:00.000Z,-4.774647,59.2046,0,,3.7700002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:01.000Z,-4.812561,59.147827,0,,3.6090002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:02.000Z,-4.850363,59.091045,0,,3.4580002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:03.000Z,-4.888054,59.034252,0,,3.3270001,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:04.000Z,-4.925635,58.97745,0,,3.1840003,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:05.000Z,-4.963107,58.920643,0,,3.032,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:06.000Z,-5.000469,58.863827,0,,2.861,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:07.000Z,-5.037723,58.806995,0,,2.7340002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:08.000Z,-5.074869,58.75016,0,,2.569,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:09.000Z,-5.111908,58.693314,0,,2.364,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:10.000Z,-5.14884,58.63646,0,,2.1260002,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:11.000Z,-5.185666,58.579597,0,,1.8730001,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:12.000Z,-5.222386,58.522724,0,,1.651,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:13.000Z,-5.259001,58.465843,0,,1.4820001,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:14.000Z,-5.295511,58.408955,0,,1.381,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:15.000Z,-5.331918,58.352055,0,,1.36,1
VAVH,Sentinel-3A,SAT,2024-01-03T11:18:16.000Z,-5.368221,58.295147,0,,1.422,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:03.000Z,2.745249,51.752926,0,,2.1460001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:04.000Z,2.717903,51.810593,0,,2.1090002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:05.000Z,2.690499,51.868256,0,,2.095,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:06.000Z,2.663035,51.92591,0,,2.0830002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:07.000Z,2.635512,51.983562,0,,2.0700002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:08.000Z,2.607928,52.04121,0,,2.051,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:09.000Z,2.580285,52.098854,0,,2.0300002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:10.000Z,2.552581,52.15649,0,,2.009,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:11.000Z,2.524816,52.214123,0,,1.988,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:12.000Z,2.49699,52.271748,0,,1.9660001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:13.000Z,2.469103,52.32937,0,,1.945,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:14.000Z,2.441154,52.386982,0,,1.9260001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:15.000Z,2.413143,52.44459,0,,1.9060001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:16.000Z,2.38507,52.502197,0,,1.8840001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:17.000Z,2.356934,52.559795,0,,1.8610001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:18.000Z,2.328736,52.61739,0,,1.838,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:19.000Z,2.300475,52.674976,0,,1.8140001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:20.000Z,2.27215,52.73256,0,,1.7990001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:21.000Z,2.243762,52.790134,0,,1.792,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:22.000Z,2.215309,52.847706,0,,1.794,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:23.000Z,2.186793,52.905273,0,,1.8040001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:24.000Z,2.158212,52.962833,0,,1.8330001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:25.000Z,2.129566,53.020386,0,,1.8870001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:26.000Z,2.100855,53.077934,0,,1.9440001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:27.000Z,2.072078,53.13548,0,,1.9850001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:28.000Z,2.043236,53.193016,0,,1.9980001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:29.000Z,2.014328,53.25055,0,,1.9840001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:30.000Z,1.985353,53.308075,0,,1.9580001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:31.000Z,1.956312,53.365597,0,,1.94,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:32.000Z,1.927204,53.423107,0,,1.9460001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:33.000Z,1.898028,53.480618,0,,1.9760001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:34.000Z,1.868785,53.53812,0,,2.0340002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:35.000Z,1.839474,53.59562,0,,2.124,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:36.000Z,1.810094,53.65311,0,,2.236,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:37.000Z,1.780646,53.710594,0,,2.3530002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:38.000Z,1.751129,53.768074,0,,2.4680002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:39.000Z,1.721543,53.825546,0,,2.568,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:40.000Z,1.691887,53.883015,0,,2.651,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:41.000Z,1.662162,53.940475,0,,2.733,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:42.000Z,1.632366,53.997932,0,,2.8170002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:43.000Z,1.602499,54.05538,0,,2.8980002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:44.000Z,1.572562,54.112823,0,,2.9770002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:45.000Z,1.542553,54.17026,0,,3.055,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:46.000Z,1.512473,54.22769,0,,3.1260002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:47.000Z,1.482321,54.285114,0,,3.19,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:48.000Z,1.452096,54.342533,0,,3.2440002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:49.000Z,1.421799,54.39995,0,,3.2710001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:50.000Z,1.391429,54.45735,0,,3.2670002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:51.000Z,1.360986,54.51475,0,,3.2510002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:52.000Z,1.330469,54.572147,0,,3.2510002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:53.000Z,1.299878,54.62953,0,,3.3070002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:54.000Z,1.269212,54.686913,0,,3.39,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:55.000Z,1.238472,54.74429,0,,3.384,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:56.000Z,1.207657,54.80166,0,,3.2540002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:57.000Z,1.176766,54.859016,0,,3.0240002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:58.000Z,1.145799,54.916374,0,,2.903,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:05:59.000Z,1.114756,54.97372,0,,2.9970002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:00.000Z,1.083637,55.031063,0,,3.2200003,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:01.000Z,1.05244,55.088398,0,,3.44,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:02.000Z,1.021167,55.14573,0,,3.6490002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:03.000Z,0.989815,55.203053,0,,3.8470001,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:04.000Z,0.958385,55.260365,0,,4.017,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:05.000Z,0.926877,55.317677,0,,4.1400003,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:06.000Z,0.89529,55.374977,0,,4.217,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:07.000Z,0.863624,55.432274,0,,4.261,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:08.000Z,0.831878,55.489563,0,,4.294,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:09.000Z,0.800052,55.546844,0,,4.306,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:10.000Z,0.768146,55.60412,0,,4.2910004,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:11.000Z,0.736159,55.66139,0,,4.274,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:12.000Z,0.70409,55.718647,0,,4.3100004,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:13.000Z,0.67194,55.7759,0,,4.4100003,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:14.000Z,0.639708,55.83315,0,,4.537,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:15.000Z,0.607393,55.890392,0,,4.636,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:16.000Z,0.574996,55.947624,0,,4.6940002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:17.000Z,0.542515,56.00485,0,,4.715,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:18.000Z,0.50995,56.06207,0,,4.7060003,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:19.000Z,0.477302,56.11928,0,,4.691,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:20.000Z,0.444569,56.176487,0,,4.701,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:21.000Z,0.411751,56.233685,0,,4.722,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:22.000Z,0.378847,56.290874,0,,4.7400002,1
VAVH,Sentinel-3A,SAT,2024-01-03T21:06:23.000Z,0.345858,56.34806,0,,4.7520003,1
