# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: WAVE_GLO_PHY_SWH_L3_NRT_014_001
# Dataset: cmems_obs-wave_glo_phy-swh_nrt_s6a-l3_PT1S
# Variable: Sea surface wave significant height (VAVH) m

parameter,platformId,platformType,time,longitude,latitude,depth,pressure,value,valueQc
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:25.000Z,1.29913,55.268154,0,,1.899,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:26.000Z,1.361299,55.305622,0,,1.9520001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:27.000Z,1.423593,55.34306,0,,2.013,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:28.000Z,1.486012,55.380455,0,,2.062,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:29.000Z,1.548556,55.417816,0,,2.0960002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:30.000Z,1.611227,55.455143,0,,2.125,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:31.000Z,1.674023,55.49243,0,,2.147,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:32.000Z,1.736946,55.529682,0,,2.1720002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:33.000Z,1.799996,55.5669,0,,2.196,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:34.000Z,1.863173,55.604073,0,,2.209,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:35.000Z,1.926477,55.641212,0,,2.193,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:36.000Z,1.989908,55.678318,0,,2.18,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:37.000Z,2.053468,55.71538,0,,2.193,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:38.000Z,2.117156,55.75241,0,,2.206,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:39.000Z,2.180972,55.7894,0,,2.207,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:40.000Z,2.244917,55.82635,0,,2.209,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:41.000Z,2.308991,55.863262,0,,2.214,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:42.000Z,2.373194,55.90014,0,,2.2250001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:43.000Z,2.437527,55.936977,0,,2.2410002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:44.000Z,2.50199,55.973778,0,,2.2580001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:45.000Z,2.566584,56.010536,0,,2.273,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:46.000Z,2.631307,56.04726,0,,2.2870002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:47.000Z,2.696162,56.083942,0,,2.298,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:48.000Z,2.761148,56.120586,0,,2.308,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:49.000Z,2.826265,56.157192,0,,2.315,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:50.000Z,2.891513,56.19376,0,,2.3160002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:51.000Z,2.956894,56.230286,0,,2.315,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:52.000Z,3.022407,56.266773,0,,2.3140001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:53.000Z,3.088053,56.303223,0,,2.3270001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:54.000Z,3.153831,56.33963,0,,2.3730001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:55.000Z,3.219743,56.376,0,,2.437,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:56.000Z,3.285788,56.412327,0,,2.505,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:57.000Z,3.351966,56.448616,0,,2.562,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:58.000Z,3.418279,56.484867,0,,2.5900002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:10:59.000Z,3.484726,56.521072,0,,2.595,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:00.000Z,3.551308,56.557243,0,,2.592,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:01.000Z,3.618024,56.59337,0,,2.595,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:02.000Z,3.684876,56.629456,0,,2.6130002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:03.000Z,3.751863,56.665504,0,,2.638,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:04.000Z,3.818986,56.701508,0,,2.6660001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:05.000Z,3.886245,56.737473,0,,2.6880002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:06.000Z,3.953641,56.773396,0,,2.7080002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:07.000Z,4.021173,56.809277,0,,2.743,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:08.000Z,4.088842,56.84512,0,,2.798,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:09.000Z,4.156648,56.880917,0,,2.8650002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:10.000Z,4.224592,56.916676,0,,2.9310002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:11.000Z,4.292673,56.95239,0,,3.0030003,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:12.000Z,4.360893,56.988064,0,,3.0740001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:13.000Z,4.429251,57.023693,0,,3.1480002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:14.000Z,4.497748,57.05928,0,,3.2350001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:15.000Z,4.566383,57.09483,0,,3.3460002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:16.000Z,4.635158,57.13033,0,,3.486,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:17.000Z,4.704073,57.16579,0,,3.6520002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:18.000Z,4.773127,57.20121,0,,3.8360002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:19.000Z,4.842321,57.236588,0,,4.0090003,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:20.000Z,4.911656,57.27192,0,,4.162,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:21.000Z,4.981132,57.307205,0,,4.282,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:22.000Z,5.050748,57.342453,0,,4.3640003,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:23.000Z,5.120506,57.377655,0,,4.413,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:24.000Z,5.190405,57.41281,0,,4.439,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:25.000Z,5.260447,57.44793,0,,4.428,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:26.000Z,5.33063,57.482998,0,,4.368,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:27.000Z,5.400956,57.518024,0,,4.267,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:28.000Z,5.471424,57.553005,0,,4.163,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:29.000Z,5.542036,57.587948,0,,4.102,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:30.000Z,5.612791,57.62284,0,,4.0930004,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:31.000Z,5.683689,57.65769,0,,4.1270003,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:32.000Z,5.754731,57.692493,0,,4.175,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:33.000Z,5.825917,57.72725,0,,4.2120004,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:34.000Z,5.897248,57.761967,0,,4.197,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:35.000Z,5.968723,57.796635,0,,4.11,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:36.000Z,6.040344,57.831257,0,,3.9580002,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:37.000Z,6.11211,57.865833,0,,3.782,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:38.000Z,6.184021,57.900368,0,,3.6210003,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:39.000Z,6.256078,57.934853,0,,3.338,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:40.000Z,6.328281,57.969296,0,,3.0210001,1
VAVH,Sentinel-6A,SAT,2024-01-01T09:11:41.000Z,6.400631,58.00369,0,,2.7970002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:49.000Z,-8.095001,62.852013,0,,4.4,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:50.000Z,-7.99587,62.876583,0,,4.4430003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:51.000Z,-7.896566,62.90108,0,,4.4940004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:52.000Z,-7.79709,62.925503,0,,4.5540004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:53.000Z,-7.697442,62.949844,0,,4.6260004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:54.000Z,-7.597621,62.974113,0,,4.6800003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:55.000Z,-7.497628,62.998302,0,,4.7060003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:56.000Z,-7.397463,63.02242,0,,4.7380004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:57.000Z,-7.297126,63.046455,0,,4.788,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:58.000Z,-7.196616,63.070415,0,,4.8760004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:06:59.000Z,-7.095935,63.0943,0,,4.9430003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:00.000Z,-6.995083,63.118103,0,,4.9480004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:01.000Z,-6.894058,63.14183,0,,4.8820004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:02.000Z,-6.792862,63.165478,0,,4.781,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:03.000Z,-6.691495,63.18905,0,,4.702,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:04.000Z,-6.589956,63.21254,0,,4.6930003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:05.000Z,-6.488246,63.235954,0,,4.7660003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:06.000Z,-6.386365,63.25929,0,,4.9080005,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:07.000Z,-6.284313,63.282543,0,,5.0810003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:08.000Z,-6.182091,63.305717,0,,5.2400002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:09.000Z,-6.079697,63.328815,0,,5.341,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:10.000Z,-5.977133,63.351833,0,,5.354,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:11.000Z,-5.874399,63.374767,0,,5.2970004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:12.000Z,-5.771494,63.397625,0,,5.1930003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:13.000Z,-5.668419,63.420403,0,,5.058,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:14.000Z,-5.565175,63.443096,0,,4.8710003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:15.000Z,-5.46176,63.46571,0,,4.697,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:16.000Z,-5.358176,63.488243,0,,4.557,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:17.000Z,-5.254423,63.510696,0,,4.4630003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:18.000Z,-5.150501,63.53307,0,,4.458,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:19.000Z,-5.046409,63.55536,0,,4.5750003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:20.000Z,-4.942149,63.577564,0,,4.774,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:21.000Z,-4.837719,63.59969,0,,4.9360003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:22.000Z,-4.733122,63.621735,0,,4.9430003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:23.000Z,-4.628356,63.643696,0,,4.8100004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:24.000Z,-4.523422,63.665573,0,,4.6210003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:25.000Z,-4.418321,63.68737,0,,4.5070004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:26.000Z,-4.313051,63.70908,0,,4.4700003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:27.000Z,-4.207615,63.73071,0,,4.477,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:28.000Z,-4.102011,63.752254,0,,4.485,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:29.000Z,-3.99624,63.77372,0,,4.486,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:30.000Z,-3.890303,63.795097,0,,4.487,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:31.000Z,-3.784199,63.81639,0,,4.4950004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:32.000Z,-3.677929,63.8376,0,,4.511,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:33.000Z,-3.571494,63.858723,0,,4.5210004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:34.000Z,-3.464892,63.879765,0,,4.5220003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:35.000Z,-3.358125,63.900723,0,,4.5090003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:36.000Z,-3.251193,63.921593,0,,4.484,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:37.000Z,-3.144096,63.942375,0,,4.441,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:38.000Z,-3.036835,63.963078,0,,4.3910003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:39.000Z,-2.929409,63.98369,0,,4.355,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:40.000Z,-2.82182,64.00422,0,,4.328,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:41.000Z,-2.714066,64.02466,0,,4.288,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:42.000Z,-2.606149,64.04501,0,,4.237,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:43.000Z,-2.49807,64.065285,0,,4.1720004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:44.000Z,-2.389827,64.085464,0,,4.15,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:45.000Z,-2.281422,64.10556,0,,4.204,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:46.000Z,-2.172855,64.12557,0,,4.3230004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:47.000Z,-2.064126,64.14549,0,,4.441,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:48.000Z,-1.955235,64.16532,0,,4.4950004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:49.000Z,-1.846184,64.185074,0,,4.464,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:50.000Z,-1.736971,64.20473,0,,4.3820004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:51.000Z,-1.627599,64.2243,0,,4.3430004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:52.000Z,-1.518066,64.24378,0,,4.361,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:53.000Z,-1.408373,64.26317,0,,4.381,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:54.000Z,-1.298521,64.28248,0,,4.394,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:55.000Z,-1.18851,64.30169,0,,4.387,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:56.000Z,-1.078341,64.320816,0,,4.36,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:57.000Z,-0.968013,64.33985,0,,4.3180003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:58.000Z,-0.857528,64.3588,0,,4.254,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:07:59.000Z,-0.746885,64.377655,0,,4.1930003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:00.000Z,-0.636085,64.39642,0,,4.149,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:01.000Z,-0.525129,64.4151,0,,4.13,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:02.000Z,-0.414016,64.433685,0,,4.156,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:03.000Z,-0.302747,64.45219,0,,4.1800003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:04.000Z,-0.191324,64.47059,0,,4.184,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:05.000Z,-0.079745,64.48891,0,,4.163,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:06.000Z,0.031989,64.507126,0,,4.1280003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:07.000Z,0.143876,64.52526,0,,4.0880003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:08.000Z,0.255917,64.543304,0,,4.051,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:09.000Z,0.368111,64.56125,0,,4.025,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:10.000Z,0.480458,64.57911,0,,4.006,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:11.000Z,0.592957,64.59687,0,,3.9950001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:12.000Z,0.705608,64.61455,0,,3.9860003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:13.000Z,0.81841,64.632126,0,,3.9710002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:14.000Z,0.931363,64.64961,0,,3.9510002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:15.000Z,1.044466,64.66701,0,,3.9280002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:16.000Z,1.157719,64.68431,0,,3.9070003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:17.000Z,1.271122,64.70152,0,,3.8840003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:18.000Z,1.384673,64.718636,0,,3.8620002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:19.000Z,1.498373,64.73566,0,,3.841,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:20.000Z,1.61222,64.75259,0,,3.8290002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:21.000Z,1.726215,64.76942,0,,3.8370001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:22.000Z,1.840356,64.786156,0,,3.8300002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:23.000Z,1.954644,64.8028,0,,3.7960002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:24.000Z,2.069078,64.81935,0,,3.7310002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:25.000Z,2.183656,64.83581,0,,3.6520002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:26.000Z,2.298379,64.85217,0,,3.5960002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:27.000Z,2.413247,64.86844,0,,3.561,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:28.000Z,2.528257,64.884605,0,,3.5540001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:29.000Z,2.643411,64.90068,0,,3.565,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:30.000Z,2.758707,64.916664,0,,3.5770001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:31.000Z,2.874145,64.93254,0,,3.5930002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:32.000Z,2.989724,64.94833,0,,3.624,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:33.000Z,3.105443,64.96402,0,,3.6520002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:34.000Z,3.221303,64.979614,0,,3.673,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:35.000Z,3.337302,64.99512,0,,3.703,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:36.000Z,3.453439,65.01052,0,,3.7500002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:37.000Z,3.569715,65.025826,0,,3.8100002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:38.000Z,3.686129,65.04103,0,,3.877,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:39.000Z,3.802679,65.05614,0,,3.9470003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:40.000Z,3.919366,65.07115,0,,4.0140004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:41.000Z,4.036188,65.08607,0,,4.076,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:42.000Z,4.153145,65.10088,0,,4.132,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:43.000Z,4.270237,65.11561,0,,4.1730003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:44.000Z,4.387462,65.130226,0,,4.2070003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:45.000Z,4.504821,65.14475,0,,4.2380004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:46.000Z,4.622312,65.15917,0,,4.262,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:47.000Z,4.739934,65.1735,0,,4.276,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:48.000Z,4.857688,65.18773,0,,4.2840004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:49.000Z,4.975572,65.20185,0,,4.2860003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:50.000Z,5.093585,65.21588,0,,4.2840004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:51.000Z,5.211728,65.22981,0,,4.2720003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:52.000Z,5.329999,65.243645,0,,4.248,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:53.000Z,5.448397,65.25737,0,,4.211,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:54.000Z,5.566922,65.271,0,,4.182,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:55.000Z,5.685574,65.28453,0,,4.17,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:56.000Z,5.80435,65.297966,0,,4.177,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:57.000Z,5.923252,65.311295,0,,4.203,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:58.000Z,6.042277,65.324524,0,,4.2450004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:08:59.000Z,6.161426,65.337654,0,,4.2970004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:00.000Z,6.280697,65.35068,0,,4.3430004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:01.000Z,6.40009,65.3636,0,,4.3690004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:02.000Z,6.519604,65.376434,0,,4.3640003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:03.000Z,6.639238,65.38915,0,,4.348,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:04.000Z,6.758991,65.40178,0,,4.34,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:05.000Z,6.878863,65.4143,0,,4.335,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:06.000Z,6.998853,65.42672,0,,4.3240004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:07.000Z,7.11896,65.43903,0,,4.3110003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:08.000Z,7.239183,65.451256,0,,4.2910004,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:09.000Z,7.359522,65.46336,0,,4.263,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:10.000Z,7.479975,65.47537,0,,4.228,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:11.000Z,7.600542,65.48728,0,,4.2070003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:12.000Z,7.721223,65.49909,0,,4.2130003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:13.000Z,7.842015,65.510796,0,,4.236,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:14.000Z,7.962919,65.52239,0,,4.2660003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:15.000Z,8.083934,65.53389,0,,4.2990003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:16.000Z,8.205059,65.54528,0,,4.308,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:17.000Z,8.326292,65.55657,0,,4.2980003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:18.000Z,8.447634,65.56776,0,,4.269,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:19.000Z,8.569082,65.57884,0,,4.217,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:20.000Z,8.690637,65.58982,0,,4.1470003,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:21.000Z,8.812298,65.60069,0,,4.07,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:22.000Z,8.934063,65.611465,0,,3.9950001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:23.000Z,9.055933,65.62213,0,,3.9220002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:24.000Z,9.177905,65.6327,0,,3.857,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:25.000Z,9.299979,65.64315,0,,3.8140001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:26.000Z,9.422154,65.6535,0,,3.7910001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:27.000Z,9.54443,65.66376,0,,3.7370002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:28.000Z,9.666804,65.6739,0,,3.6550002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:29.000Z,9.789278,65.68394,0,,3.5370002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:30.000Z,9.911849,65.69387,0,,3.3750002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:31.000Z,10.034516,65.7037,0,,3.173,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:32.000Z,10.15728,65.71342,0,,2.9580002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:33.000Z,10.280138,65.72304,0,,2.7700002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:34.000Z,10.40309,65.732544,0,,2.6430001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:35.000Z,10.526135,65.74195,0,,2.5870001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:36.000Z,10.649272,65.75125,0,,2.5240002,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:37.000Z,10.7725,65.760445,0,,2.388,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:38.000Z,10.895818,65.76953,0,,2.176,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:39.000Z,11.019226,65.77851,0,,1.9260001,1
VAVH,Sentinel-6A,SAT,2024-01-01T11:09:40.000Z,11.142722,65.787384,0,,1.669,1
