platfID,time,latitude,longitude,VAVH,valueQC,N_cross,mooring_ref,distance
Sentinel-6A,2024-02-29 21:02:05,56.45696,3.371071,1.7457930734509761,1,13,Ekofisk,13.164780583431307
Sentinel-6A,2024-03-30 14:57:42,56.470974,3.37838,1.1459641237823477,1,19,Ekofisk,12.412407800343928
Sentinel-6A,2024-05-30 09:03:03,56.2546,2.683819,1.0294572260969312,1,31,Ekofisk,46.22428006275837
Sentinel-6A,2024-06-29 02:58:40,56.26211,2.658166,1.7175766281447054,1,37,Ekofisk,46.80834509142303
Sentinel-6A,2024-06-12 06:12:50,58.53175,0.967945,2.572264524587721,1,34,6200130,26.82779539410567
Sentinel-6A,2024-06-22 04:11:23,58.509094,1.011645,0.8546967157308535,1,36,6200130,27.011225609807674
Sentinel-6A,2024-07-31 14:14:53,58.444992,1.671825,1.0321877676236548,1,43,6200130,35.61982606198117
Sentinel-6A,2024-07-31 20:05:30,58.510178,1.01891,0.7636756034975738,1,44,6200130,26.657343772085643
Sentinel-6A,2024-08-20 10:11:56,58.457115,1.704777,2.4475658202799635,1,47,6200130,35.77674378161676
Sentinel-6A,2024-08-20 16:02:32,58.528183,0.97552,2.017035997554385,1,48,6200130,26.79716572692228
Sentinel-6A,2024-08-30 08:10:27,58.461803,1.71327,1.6920907243651582,1,49,6200130,35.71218721929958
Sentinel-6A,2024-08-30 14:01:03,58.524998,0.986821,1.6174534347250555,1,50,6200130,26.60092609469874
Sentinel-6A,2024-09-19 04:07:31,58.543255,1.888337,0.6580911540844153,1,53,6200130,38.26322073274058
Sentinel-6A,2024-09-19 09:58:01,58.653416,0.717651,0.629874572246517,1,54,6200130,34.05960704208314
Sentinel-6A,2024-09-29 02:06:01,58.44595,1.669834,2.7943561538516595,1,55,6200130,35.46499630257781
Sentinel-6A,2024-09-29 07:56:38,58.51553,1.022542,2.2728051551780415,1,56,6200130,26.057624435901303
Sentinel-6A,2024-10-18 22:03:06,58.451595,1.689294,2.1353633169383404,1,59,6200130,35.66892086838019
Sentinel-6A,2024-10-19 03:53:43,58.503326,1.033392,2.2345764815508904,1,60,6200130,26.772951283798946
Sentinel-6A,2024-10-28 20:01:38,58.458546,1.704496,1.6356576517104464,1,61,6200130,35.645747827556654
Sentinel-6A,2024-10-29 01:52:14,58.528587,0.972818,1.6902702116455341,1,62,6200130,26.87516327804814
Sentinel-6A,2024-11-17 15:58:41,58.471027,1.726562,5.1427003270092495,1,65,6200130,35.48840707024936
Sentinel-6A,2024-11-17 21:49:17,58.51829,1.000714,4.936082100140723,1,66,6200130,26.62168394402179
Sentinel-6A,2024-11-27 13:57:12,58.469288,1.727696,1.710294941350549,0,67,6200130,35.67345364084785
Sentinel-6A,2024-11-27 19:47:48,58.518867,1.001937,1.507317921963441,0,68,6200130,26.526777331466942
Sentinel-6A,2024-12-17 09:54:14,58.456604,1.715708,2.774331515167729,0,71,6200130,36.23802306864979
Sentinel-6A,2024-12-27 07:52:46,58.446983,1.690443,1.8095079239209293,0,73,6200130,36.110153696838836
Sentinel-6A,2024-01-18 05:56:03,57.229504,1.990817,3.035561846865918,1,2,6200146,7.347173467697405
Sentinel-6A,2024-01-28 03:54:35,57.25153,2.031579,2.4211696146300614,1,4,6200146,7.056455159782217
Sentinel-6A,2024-02-16 23:51:37,57.232407,2.000797,2.237306932056529,1,8,6200146,6.9757227454974045
Sentinel-6A,2024-02-26 21:50:08,57.233875,2.007552,1.8076875022223902,1,10,6200146,6.720826068289202
Sentinel-6A,2024-03-12 01:14:33,56.873486,1.540897,2.4056961212135644,1,13,6200146,49.62228595683098
Sentinel-6A,2024-03-17 17:47:12,57.232407,1.989647,3.2886006450050207,1,14,6200146,7.558499327524046
Sentinel-6A,2024-03-21 23:13:05,56.883053,1.524874,2.6268773575860633,1,15,6200146,49.52239467592283
Sentinel-6A,2024-03-27 15:45:45,57.261765,2.040719,1.8468265687409804,1,16,6200146,7.739407087760457
Sentinel-6A,2024-03-31 21:11:37,56.89107,1.512911,1.1805522270756752,1,17,6200146,49.406829679028554
Sentinel-6A,2024-04-20 17:08:41,56.882763,1.525115,2.90176112508655,1,21,6200146,49.53520701115516
Sentinel-6A,2024-04-30 15:07:12,56.89458,1.499355,1.003971322317384,1,23,6200146,49.730823186356275
Sentinel-6A,2024-05-20 11:04:14,56.89622,1.49681,1.4909341266765892,1,26,6200146,49.71872005491126
Sentinel-6A,2024-05-30 09:02:46,56.86898,1.550415,1.292508070514744,1,28,6200146,49.60355942418222
Sentinel-6A,2024-06-19 04:59:51,56.874176,1.530661,1.4563461144043466,1,32,6200146,49.990628548066645
Sentinel-6A,2024-07-28 20:53:58,56.88092,1.520202,0.5989274488818951,1,37,6200146,49.89044936955642
Sentinel-6A,2024-08-17 16:51:01,56.8711,1.541488,1.3462105106216469,1,41,6200146,49.79319310758468
Sentinel-6A,2024-08-27 14:49:32,56.868366,1.548295,2.077109913606175,1,43,6200146,49.74041523945059
Sentinel-6A,2024-09-16 10:46:33,56.887207,1.52493,0.83103120634352,1,47,6200146,49.19098424580173
Sentinel-6A,2024-09-26 08:45:06,56.872227,1.553318,2.040701570656478,1,49,6200146,49.217063835564026
Sentinel-6A,2024-10-21 21:14:50,57.24269,2.010889,2.2910093721634324,1,54,6200146,7.163196303679746
Sentinel-6A,2024-10-31 19:13:22,57.25411,2.034236,2.1826942811003565,1,56,6200146,7.20212492830914
Sentinel-6A,2024-11-20 15:10:24,57.233753,1.993688,3.255833054431317,1,60,6200146,7.420010732778475
Sentinel-6A,2024-11-30 13:08:55,57.23438,1.998364,2.7579475378387075,0,62,6200146,7.215215842980912
Sentinel-6A,2024-12-20 09:05:58,57.24315,2.025636,3.991283238598937,0,66,6200146,6.562205981203621
Sentinel-6A,2024-12-30 07:04:30,57.23682,2.011235,2.6023014826136155,0,68,6200146,6.732171442463944
Sentinel-6A,2024-01-11 12:59:48,60.86772,0.694946,1.9014391286760677,1,3,6300112,30.623405922458655
Sentinel-6A,2024-01-16 07:07:26,61.32201,0.670873,3.0965461558091474,1,4,6300112,30.332496640163296
Sentinel-6A,2024-01-21 10:58:19,60.882553,0.657237,4.199721523081663,1,5,6300112,30.433835010773365
Sentinel-6A,2024-01-26 05:05:58,61.33996,0.724166,4.0486267041450885,1,6,6300112,30.49616882925954
Sentinel-6A,2024-01-31 08:56:51,60.868004,0.707887,4.959747582221731,1,7,6300112,30.227137403848513
Sentinel-6A,2024-02-15 01:03:00,61.321,0.673153,2.145375818322475,1,10,6300112,30.17033483919569
Sentinel-6A,2024-02-20 04:53:53,60.879704,0.676605,2.4202594948018774,1,11,6300112,30.06908892637565
Sentinel-6A,2024-02-24 23:01:31,61.320724,0.67624,2.870813683148131,1,12,6300112,30.049707334794046
Sentinel-6A,2024-03-11 00:50:56,60.88497,0.656902,1.5719428012404935,1,15,6300112,30.231378725193657
Sentinel-6A,2024-03-15 18:58:35,61.32909,0.68413,3.3113557341945894,1,16,6300112,30.577210541052704
Sentinel-6A,2024-03-20 22:49:28,60.893494,0.636688,2.2145517518458755,1,17,6300112,30.181511064119118
Sentinel-6A,2024-03-25 16:57:07,61.324543,0.661365,1.9123617498883876,1,18,6300112,30.858154650247766
Sentinel-6A,2024-03-30 20:48:01,60.8714,0.707064,2.0243175933274564,1,19,6300112,29.928483784021775
Sentinel-6A,2024-04-14 12:54:11,61.32055,0.653745,2.5367664835083783,1,22,6300112,30.74505925241887
Sentinel-6A,2024-04-19 16:45:05,60.865753,0.718699,5.3565995125032515,1,23,6300112,30.14361280840131
Sentinel-6A,2024-04-24 10:52:43,61.32976,0.689998,1.8495572012887889,1,24,6300112,30.466902369079847
Sentinel-6A,2024-05-14 06:49:45,61.320183,0.661367,2.4912557590027316,1,28,6300112,30.467896672108147
Sentinel-6A,2024-05-24 04:48:16,61.324585,0.674487,1.8331734060019373,1,30,6300112,30.45439432616937
Sentinel-6A,2024-06-13 00:45:21,61.335648,0.715283,1.1778215945278665,1,34,6300112,30.314374672357243
Sentinel-6A,2024-11-13 22:14:09,60.873493,0.684549,2.81256037083705,1,65,6300112,30.39342718494001
Sentinel-6A,2024-11-23 20:12:40,60.877792,0.674233,2.909952749666721,1,67,6300112,30.316780038682428
Sentinel-6A,2024-12-13 16:09:42,60.868416,0.703298,2.823482718986115,0,71,6300112,30.317904547613296
Sentinel-6A,2024-12-23 14:08:14,60.879738,0.66668,3.2394490771022957,0,73,6300112,30.379566787866832
Sentinel-6A,2024-01-12 13:24:02,55.49797,3.991163,2.33469949292837,1,3,A122,14.129716055898253
Sentinel-6A,2024-01-14 06:21:15,55.252098,4.104561,2.7979969972487373,1,4,A122,25.904957753575165
Sentinel-6A,2024-02-21 05:18:07,55.51067,3.981796,1.9423986168931975,1,11,A122,14.632225550841808
Sentinel-6A,2024-02-22 22:15:20,55.245712,4.100772,2.727910579812813,1,12,A122,26.251908062698792
Sentinel-6A,2024-03-12 01:15:10,55.5219,3.959296,2.013395245178392,1,15,A122,14.62584997351461
Sentinel-6A,2024-03-13 18:12:24,55.26597,4.123031,1.6902702116455341,1,16,A122,25.69549675018514
Sentinel-6A,2024-03-21 23:13:43,55.494495,4.00732,1.857749098932215,1,17,A122,14.70878092645962
Sentinel-6A,2024-03-23 16:10:56,55.258427,4.104957,3.0974563666584167,1,18,A122,25.425498030965954
Sentinel-6A,2024-03-31 21:12:15,55.50276,3.99638,0.9693832645345989,1,19,A122,14.721457982056956
Sentinel-6A,2024-04-12 12:08:00,55.2506,4.093817,1.473640029519383,1,22,A122,25.55381746725416
Sentinel-6A,2024-04-20 17:09:19,55.494194,4.007642,3.1811957647912146,1,23,A122,14.706078840403586
Sentinel-6A,2024-04-22 10:06:32,55.26072,4.114013,0.864709007766493,1,24,A122,25.6639521261141
Sentinel-6A,2024-04-30 15:07:50,55.50657,3.983663,0.7946227359643043,1,25,A122,14.400866160370171
Sentinel-6A,2024-05-20 11:04:52,55.508327,3.981403,1.2433567756752737,1,28,A122,14.432357795966832
Sentinel-6A,2024-05-22 04:02:05,55.249767,4.098666,1.5500978318791094,1,29,A122,25.83202619358214
Sentinel-6A,2024-05-30 09:03:23,55.51725,3.968334,1.176911292657512,1,30,A122,14.587296465150649
Sentinel-6A,2024-11-24 20:36:54,55.507904,3.979295,3.978540286709164,0,63,A122,14.304355285522627
Sentinel-6A,2024-11-26 13:34:07,55.249065,4.09601,2.6678366637610225,0,64,A122,25.773412293251766
Sentinel-6A,2024-12-14 16:33:56,55.502422,3.990456,2.114428467405141,0,67,A122,14.412061396934494
Sentinel-6A,2024-12-16 09:31:09,55.240696,4.096386,3.367788806849301,0,68,A122,26.476445851289572
Sentinel-6A,2024-12-24 14:32:28,55.51594,3.964982,1.2560996365439623,0,69,A122,14.339172038841637
Sentinel-6A,2024-12-26 07:29:42,55.266567,4.134791,0.9047583397470038,0,70,A122,26.21728635477349
Sentinel-6A,2024-01-12 13:24:09,55.236233,4.428259,2.5313052184127613,1,2,F3platform,46.593236280041005
Sentinel-6A,2024-01-22 11:22:40,55.25415,4.402242,4.562895925003465,1,3,F3platform,49.09225072971111
Sentinel-6A,2024-02-11 07:19:43,55.247467,4.421172,2.6459916943996387,1,5,F3platform,47.916764327396876
Sentinel-6A,2024-02-21 05:18:14,55.24901,4.419135,1.8531980446858671,1,6,F3platform,48.12617384363989
Sentinel-6A,2024-03-12 01:15:17,55.26031,4.396876,1.8905166895059184,1,8,F3platform,49.85677610415614
Sentinel-6A,2024-03-31 21:12:22,55.241005,4.43346,1.0076120746933772,1,9,F3platform,46.94427285252576
Sentinel-6A,2024-04-30 15:07:57,55.24486,4.420893,0.7982635793613825,1,11,F3platform,47.65969030064669
Sentinel-6A,2024-05-20 11:04:59,55.24664,4.418683,1.2633814143592035,1,12,F3platform,47.8977666159439
Sentinel-6A,2024-05-30 09:03:30,55.255634,4.405828,1.3607739752310446,1,13,F3platform,49.14609041178775
Sentinel-6A,2024-08-17 16:51:45,55.257824,4.397325,0.9675627973255173,1,17,F3platform,49.5944935797895
Sentinel-6A,2024-08-27 14:50:16,55.25491,4.403639,1.3553126191143423,1,18,F3platform,49.13137366193958
Sentinel-6A,2024-09-16 10:47:18,55.23695,4.444998,1.0922617746965297,1,20,F3platform,46.24055229405071
Sentinel-6A,2024-09-26 08:45:50,55.258724,4.408805,2.131722473541262,1,21,F3platform,49.380047345708185
Sentinel-6A,2024-10-16 04:42:55,55.25732,4.40138,2.8962997689698478,1,23,F3platform,49.43473652618615
Sentinel-6A,2024-11-14 22:38:30,55.24198,4.421264,1.782201598442843,1,24,F3platform,47.3583063093668
Sentinel-6A,2024-11-24 20:37:01,55.24622,4.416568,4.468233723616178,0,25,F3platform,47.91076676860086
Sentinel-6A,2024-12-14 16:34:03,55.240723,4.427655,1.963333557447482,0,27,F3platform,47.06441026802814
Sentinel-6A,2024-12-24 14:32:35,55.254333,4.402493,1.2815855403235095,0,28,F3platform,49.103938078153355
